accuracy,-1.precision,-1.recall,-1.f1-score,-1.support,0.precision,0.recall,0.f1-score,0.support,1.precision,1.recall,1.f1-score,1.support,macro avg.precision,macro avg.recall,macro avg.f1-score,macro avg.support,weighted avg.precision,weighted avg.recall,weighted avg.f1-score,weighted avg.support
0.2874870734229576,0.07191780821917808,0.8235294117647058,0.13228346456692913,51,0.45652173913043476,0.06461538461538462,0.11320754716981134,325,0.6379821958456974,0.3637901861252115,0.46336206896551724,591,0.3888072477317701,0.41731166083510063,0.23628436023408592,967,0.5471404872609892,0.2874870734229576,0.3282170551000235,967
0.31023784901758017,0.06375227686703097,0.7446808510638298,0.1174496644295302,47,0.3829787234042553,0.055900621118012424,0.0975609756097561,322,0.6657681940700808,0.41304347826086957,0.5098039215686274,598,0.3708330647804557,0.40454165014757054,0.24160485386930455,967,0.5423421778726256,0.31023784901758017,0.35346175126429014,967
0.2988624612202689,0.057971014492753624,0.7111111111111111,0.10720268006700166,45,0.37254901960784315,0.059375,0.10242587601078167,320,0.6538461538461539,0.3953488372093023,0.49275362318840576,602,0.3614553959822502,0.38861164944013776,0.23412739308872968,967,0.5330297482337832,0.2988624612202689,0.345644345486955,967
0.31747673216132366,0.0762081784386617,0.7068965517241379,0.13758389261744966,58,0.45714285714285713,0.049079754601226995,0.0886426592797784,326,0.6345177664974619,0.4288164665523156,0.5117707267144319,583,0.3892896006929936,0.3949309242925602,0.24599909287055333,967,0.5412331992203042,0.31747673216132366,0.34668015136663255,967
0.3019648397104447,0.056239015817223195,0.8,0.10509031198686371,40,0.49019607843137253,0.08650519031141868,0.14705882352941174,289,0.6772334293948127,0.3683385579937304,0.4771573604060913,638,0.40788950788113615,0.4182812494350497,0.24310216530745557,967,0.5956475235297272,0.3019648397104447,0.3631127284576637,967
0.26370217166494314,0.06129032258064516,0.8636363636363636,0.1144578313253012,44,0.37037037037037035,0.03067484662576687,0.056657223796033995,326,0.646875,0.34673366834170855,0.4514721919302072,597,0.3595118976503385,0.4136816262012797,0.20752908235051412,967,0.5270133298182927,0.26370217166494314,0.3030354685813382,967
0.3133402275077559,0.06690777576853527,0.7872340425531915,0.12333333333333335,47,0.3409090909090909,0.05084745762711865,0.08849557522123892,295,0.6783783783783783,0.4016,0.5045226130653268,625,0.3620650816853348,0.41322716672677,0.23878384053996635,967,0.5457076874516954,0.3133402275077559,0.3590791049873437,967
0.29782833505687695,0.07321428571428572,0.7884615384615384,0.1339869281045752,52,0.3968253968253968,0.08064516129032258,0.13404825737265416,310,0.6453488372093024,0.3669421487603306,0.4678609062170706,605,0.3717961732496617,0.4120162828373972,0.24529869723143335,967,0.5349111296635407,0.29782833505687695,0.34289361769212867,967
0.28335056876938985,0.06654991243432574,0.7169811320754716,0.1217948717948718,53,0.32,0.04953560371517028,0.08579088471849866,323,0.6358381502890174,0.37225042301184436,0.4695837780149413,591,0.340796020907781,0.3795890529341621,0.2257231781761039,967,0.4991390818819323,0.28335056876938985,0.32232636688317845,967
0.28955532574974147,0.06678383128295255,0.6440677966101694,0.12101910828025479,59,0.41304347826086957,0.06168831168831169,0.10734463276836159,308,0.6335227272727273,0.37166666666666665,0.4684873949579832,600,0.3711166789388498,0.35914092498838257,0.23228371200219988,967,0.5287190007380335,0.28955532574974147,0.33225926706926606,967
0.2988624612202689,0.05,0.6428571428571429,0.09278350515463918,42,0.4186046511627907,0.05863192182410423,0.10285714285714287,307,0.6354166666666666,0.3948220064724919,0.48702594810379246,618,0.36800710594315245,0.365437023717913,0.22755553203852483,967,0.5411573194487868,0.2988624612202689,0.3479380413668888,967
0.31954498448810753,0.07259528130671507,0.7843137254901961,0.132890365448505,51,0.5135135135135135,0.05864197530864197,0.10526315789473684,324,0.6596306068601583,0.4222972972972973,0.5149330587023687,592,0.41524646722679565,0.42175099936537847,0.2510288606818702,967,0.5797125718575331,0.31954498448810753,0.35752124358590565,967
0.29162357807652534,0.06304728546409807,0.8,0.11688311688311688,45,0.38,0.06129032258064516,0.10555555555555554,310,0.6560693641618497,0.3709150326797386,0.4739039665970773,612,0.36637221654198254,0.41073511842012794,0.23211421301191656,967,0.5399706088034503,0.29162357807652534,0.33920495350504004,967
0.2792140641158221,0.06440677966101695,0.7916666666666666,0.11912225705329153,48,0.40384615384615385,0.06818181818181818,0.11666666666666665,308,0.6492307692307693,0.3453355155482815,0.45085470085470086,611,0.3724945675793134,0.40172800013225546,0.228881208191553,967,0.5420435789124551,0.2792140641158221,0.32794562967333357,967
0.27094105480868663,0.06634304207119741,0.803921568627451,0.12257100149476831,51,0.42857142857142855,0.037383177570093455,0.06876790830945557,321,0.6510903426791277,0.35126050420168065,0.4563318777292576,595,0.3820016044405845,0.397521750133075,0.2158902625111605,967,0.5463843615420275,0.27094105480868663,0.3100755810677111,967
0.3309203722854188,0.06715063520871144,0.8222222222222222,0.12416107382550336,45,0.45454545454545453,0.04950495049504951,0.08928571428571429,303,0.6997389033942559,0.43295638126009695,0.5349301397205589,619,0.4071449977161406,0.4348945179924562,0.24945897594392552,967,0.5934720088032153,0.3309203722854188,0.37617639735030506,967
0.29782833505687695,0.06412478336221837,0.8043478260869565,0.1187800963081862,46,0.3409090909090909,0.04918032786885246,0.08595988538681948,305,0.6820809248554913,0.38311688311688313,0.4906444906444906,616,0.36237159970893357,0.4122150123575641,0.23179482411316543,967,0.5450763831157367,0.29782833505687695,0.3453140183145426,967
