video-title,video-link,video-views,video-date,video-channel
Motorola One Macro vs Hyper vs Fusion e Fusion+ [Comparativo],https://www.youtube.com/watch?v=nfqOY-5_2Go,134 mil visualizações,há 8 meses,Canaltech
MOTOROLA ONE FUSION vale a pena? // Análise & Review Completo!,https://www.youtube.com/watch?v=IQ3Z6gXpCZk,160 mil visualizações,há 9 meses,EscolhaSegura
"MOTO G9 PLUS vs ONE FUSION PLUS: mesmo processador, EXPERIÊNCIAS BEM DIFERENTES | Comparativo",https://www.youtube.com/watch?v=AOtvIGrMvXw,90 mil visualizações,há 8 meses,TudoCelular
Chegou! MOTOROLA ONE FUSION PLUS - QUE COR LINDA e CÂMERA POP UP! #UNBOXING,https://www.youtube.com/watch?v=qwn3cekn7yQ,214 mil visualizações,há 11 meses,TukEmperial
"MOTOROLA ONE FUSION+ | Agora que Está MAIS BARATO, VALE A COMPRA?",https://www.youtube.com/watch?v=s0eaIMaEj-c,24 mil visualizações,há 7 meses,brasiliGEEKS
Motorola ONE FUSION PLUS é melhor que o MOTO G9 PLUS? Qual comprar? Veja esse COMPARATIVO!,https://www.youtube.com/watch?v=9Ds0BahdQd4,235 mil visualizações,há 9 meses,Gesiel Taveira
"CHEGOU! Motorola ONE FUSION tá aqui, mas será um bom SMARTPHONE? Unboxing e Impressões",https://www.youtube.com/watch?v=vXu89gqgEGg,469 mil visualizações,há 7 meses,Gesiel Taveira
"QUAL É MELHOR, Motorola G9 plus ou Moto Fusion plus? O que realmente Vale?",https://www.youtube.com/watch?v=6KTpoubeVls,44 mil visualizações,há 8 meses,Dudu Rocha
"Motorola One Fusion+ roda liso, CoD Mobile, FREE FIRE e PUBG?",https://www.youtube.com/watch?v=IWHj1ebF1WQ,24 mil visualizações,há 7 meses,Oficina da Net
SAMSUNG GALAXY A71 vale a pena? | Análise / Review Completo,https://www.youtube.com/watch?v=arTLY7nj4Y0,564 mil visualizações,há 1 ano,EscolhaSegura
"Samsung Galaxy A71: um intermediário completo, interessante e caro [Análise/Review]",https://www.youtube.com/watch?v=OM3y5Aj87FU,510 mil visualizações,há 1 ano,Canaltech
Review Samsung Galaxy A71: um celular intermediário completo – TecMundo,https://www.youtube.com/watch?v=w8ZokAmv8yE,257 mil visualizações,há 10 meses,TecMundo
"Análise do Samsung Galaxy A71: 06 meses depois, VALE A PENA?",https://www.youtube.com/watch?v=UOczVkDtNy0,249 mil visualizações,há 9 meses,Mundo Conectado
Galaxy A71 - O NOVO GIGANTE DA SAMSUNG! Unboxing e Impressões,https://www.youtube.com/watch?v=TXRGXFVxlEc,"1,2 mi de visualizações",há 1 ano,Gesiel Taveira
"GALAXY A71 | Agora, VALE A PENA! Análise/ Review ATUALIZADO",https://www.youtube.com/watch?v=i4IceenolYE,83 mil visualizações,há 11 meses,brasiliGEEKS
ANÁLISE GALAXY A71! SERÁ QUE VALE A PENA?,https://www.youtube.com/watch?v=MX0YUnRb_-g,23 mil visualizações,há 11 meses,Matheus Kise
GALAXY A71! SERÁ ELE o REI da SAMSUNG!? COMPLETO e com ÓTIMAS CÂMERAS! REVIEW!,https://www.youtube.com/watch?v=bTwsyaDgD6g,320 mil visualizações,há 11 meses,Be!Tech
GALAXY A71: AVANÇOS DISCRETOS para se MANTER RELEVANTE | Análise / Review,https://www.youtube.com/watch?v=E8n6fAU4nI0,186 mil visualizações,há 1 ano,TudoCelular
SAMSUNG GALAXY A71 - ANÁLISE DEFINITIVA!,https://www.youtube.com/watch?v=ewJN30UvgY4,30 mil visualizações,há 11 meses,Tech Nerd
SAMSUNG GALAXY A71 CHEGOU ! SERÁ O MELHOR CUSTO BENEFÍCIO BRASIL?,https://www.youtube.com/watch?v=0q_EGLVpX88,382 mil visualizações,há 1 ano,K Tech
GALAXY A71! Um dos MAIS COMPLETOS e DESEJADOS da SAMSUNG! É BOM MESMO!? UNBOXING!,https://www.youtube.com/watch?v=v5TrkKvVDfs,326 mil visualizações,há 1 ano,Be!Tech
Samsung Galaxy A71 é bom em jogos? Roda Liso?,https://www.youtube.com/watch?v=f0HlKgYGg5A,98 mil visualizações,há 1 ano,Oficina da Net
Galaxy A72 vs A71: recursos de CELULAR TOP valem mais que MELHOR DESEMPENHO? | Comparativo,https://www.youtube.com/watch?v=urBYBr8K-pA,48 mil visualizações,há 1 mês,TudoCelular
Samsung Galaxy A71 - Review Tecnoblog,https://www.youtube.com/watch?v=CKRlXjrPVPk,59 mil visualizações,há 1 ano,Tecnoblog
A REAL sobre o GALAXY A71. O QUASE TOP da Samsung vale a pena?,https://www.youtube.com/watch?v=xra9DQ1kERA,132 mil visualizações,há 11 meses,Dudu Rocha
"SAMSUNG GALAXY A71 | EXCELENTE, MAS TINHA QUE CUSTAR MENOS! ANÁLISE / REVIEW",https://www.youtube.com/watch?v=Gp_WtW6dg2A,57 mil visualizações,há 1 ano,brasiliGEEKS
"Galaxy A71, esse SAMSUNG VALE a PENA? Será uma boa opção pra VOCÊ?",https://www.youtube.com/watch?v=2ips8zW15Tg,301 mil visualizações,há 1 ano,Gesiel Taveira
Samsung Galaxy A51 vs Galaxy A71 [COMPARATIVO],https://www.youtube.com/watch?v=YxV5qwt_DDg,423 mil visualizações,há 1 ano,Canaltech
SAMSUNG GALAXY A71: um intermediário completo | Análise / Review,https://www.youtube.com/watch?v=F303gqSwGao,292 visualizações,há 6 meses,Edu
SE tem MELHOR eu DESCONHEÇO - POCO X3 NFC ANÁLISE [ Review ] COMPLETA !,https://www.youtube.com/watch?v=Su7pXca7gqE,213 mil visualizações,há 8 meses,K Tech
POCO X3 NFC: TELA 120 Hz é suficiente para ter um BOM CELULAR GAMER? | Análise / Review,https://www.youtube.com/watch?v=NpQGI6Tlur4,82 mil visualizações,há 7 meses,TudoCelular
"Poco X3 NFC, ainda é a melhor opção de todas?",https://www.youtube.com/watch?v=SqYIwbygGQg,242 mil visualizações,há 5 meses,Canaltech
"CHEGOU! POCO X3 NFC da XIAOMI, o SMARTPHONE mais BARATO com TELA de 120Hz - Unboxing e Impressões",https://www.youtube.com/watch?v=6Kr5NbtA9uE,775 mil visualizações,há 8 meses,Gesiel Taveira
Não compre o XIAOMI POCO X3 NFC antes de VER esse VÍDEO! Veja se é isso que você quer!,https://www.youtube.com/watch?v=ak72DmxUaIw,573 mil visualizações,há 7 meses,Gesiel Taveira
Xiaomi POCO X3 | Características TOP por um PREÇO que NÃO ASSUSTA | Análise / Reivew,https://www.youtube.com/watch?v=cueqPvHlNmE,35 mil visualizações,há 7 meses,brasiliGEEKS
O MAIS BARATO DE 120hz! Adorei o XIAOMI POCO X3 NFC! 😃 // Unboxing e Impressões,https://www.youtube.com/watch?v=OJLBC9XuXZs,171 mil visualizações,há 8 meses,EscolhaSegura
POCO X3 NFC | Análise de Câmeras (Review/Teste),https://www.youtube.com/watch?v=dzsUM_vMfLI,"5,2 mil visualizações",há 8 meses,Jeff Recomenda
MELHOR Celular Intermediário 2021! Review Xiaomi Poco X3 NFC (Análise Completa),https://www.youtube.com/watch?v=og5BS7ff_44,145 visualizações,há 1 mês,GBC Edits
POCO X3 NFC já está na MÃO 😱 O MELHOR CUSTO BENEFÍCIO de TODOS !,https://www.youtube.com/watch?v=4Nd3-TcoU4s,362 mil visualizações,há 9 meses,K Tech
"poco x3 NFC, unboxing, análise na prática, opinião de usuário.",https://www.youtube.com/watch?v=WeHVDAPfAyk,917 visualizações,há 2 meses,fabio Oliveira
Xiaomi Poco X3 - Review Tecnoblog,https://www.youtube.com/watch?v=04GmEWMKLd4,29 mil visualizações,há 8 meses,Tecnoblog
"Poco X3 PRO, um Xiaomi com Snapdragon 860 | Pocophone Gamer? [Análise/Review] e [Comparativo]",https://www.youtube.com/watch?v=V2Ok_WldtBY,114 mil visualizações,há 1 mês,Canaltech
POCO X3 NFC! O REI do CUSTO BENEFÍCIO dos GAMERS! Tela de 120hz com PREÇO bom DEMAIS! Unboxing!,https://www.youtube.com/watch?v=Y_qrZIP5qbc,90 mil visualizações,há 5 meses,Be!Tech
Poco X3 - Análise Honesta - Exatamente o que você precisa?,https://www.youtube.com/watch?v=WW0-5vjA-Os,37 mil visualizações,há 7 meses,Pinche Tech
Xiaomi POCO X3! A VERDADE! Não Vale a pena❓ NÃO COMPRE SEM VER ESSE VÍDEO!,https://www.youtube.com/watch?v=7wi8hQGmjCo,56 mil visualizações,há 2 meses,Dudu Rocha
POCO X3 - Vale a Pena?! A Melhor Opção da Xiaomi?! Super Análise / Review,https://www.youtube.com/watch?v=Gr0H_V1cFmw,"2,8 mil visualizações",há 4 meses,Mega Tec Phone
"POCO X3 NFC : Sem dúvida, um dos MELHORES que a XIAOMI já LANÇOU!",https://www.youtube.com/watch?v=YgyKgNC3aLA,73 mil visualizações,há 4 meses,Be!Tech
X3 PRO: MELHOR CELULAR para JOGAR PAGANDO POCO? | Análise / Review,https://www.youtube.com/watch?v=DO5W0f2Oq_Y,31 mil visualizações,há 3 semanas,TudoCelular
Xiaomi Poco X3 NFC: O MELHOR dos smartphones baratos em 2020 [Análise / Review],https://www.youtube.com/watch?v=bXQmiBkc7-I,19 mil visualizações,há 9 meses,Isto está ligado? /// Rui Tukayana
"Redmi Note 9S, vale a pena ou não? [Análise/Review]",https://www.youtube.com/watch?v=Ng1F4Ex9LdE,509 mil visualizações,há 1 ano,Canaltech
REDMI NOTE 9S: MELHOR CUSTO-BENEFÍCIO da nova família da XIAOMI | Análise / Review,https://www.youtube.com/watch?v=2p_i0hemb4E,153 mil visualizações,há 1 ano,TudoCelular
A MELHOR ESCOLHA ! XIAOMI REDMI NOTE 9s ANÁLISE [ Review ] COMPLETA !,https://www.youtube.com/watch?v=3RUa12gYXek,227 mil visualizações,há 1 ano,K Tech
XIAOMI REDMI NOTE 9S - Minha Opinião SINCERA! | Hands-on,https://www.youtube.com/watch?v=KyZrwn2zvuQ,512 mil visualizações,há 1 ano,EscolhaSegura
XIAOMI REDMI NOTE 9S vale a pena? Tá custo benefício? // análise completa!,https://www.youtube.com/watch?v=77Xi8ZGhclY,156 mil visualizações,há 1 ano,EscolhaSegura
o REDMI NOTE 9S ainda é uma boa? RE-ANÁLISE 6 MESES DEPOIS!,https://www.youtube.com/watch?v=oXBN7PIjTyA,28 mil visualizações,há 6 meses,Matheus Kise
XIAOMI REDMI NOTE 9S: Vale a pena comprar? - ANÁLISE,https://www.youtube.com/watch?v=Kr5ZSCP7DFk,51 mil visualizações,há 1 ano,Oficina da Net
"Redmi Note 9S, o QUERIDINHO da XIAOMI CHEGOU AQUI! Unboxing e Impressões",https://www.youtube.com/watch?v=qquxfVwxcjI,995 mil visualizações,há 1 ano,Gesiel Taveira
REDMI NOTE 9S | ANÁLISE COMPLETA DO GRANDALHÃO DA XIAOMI! (OPINIÃO SINCERA!),https://www.youtube.com/watch?v=R_4PEVnxK0M,"1,5 mil visualizações",há 4 meses,Carlos Leal
Redmi Note 9S - Ainda Vale a Pena em 2021? Análise / Review,https://www.youtube.com/watch?v=zecUZVs9Q2g,1 mil visualizações,há 7 meses,Mega Tec Phone
REDMI NOTE 9S! O melhor CUSTO BENEFÍCIO da FAMÍLIA REDMI? A XIAOMI ACERTOU? REVIEW!,https://www.youtube.com/watch?v=bKK4VnZ_vbk,84 mil visualizações,há 11 meses,Be!Tech
NÃO TEM CONVERSA! Xiaomi REDMI NOTE 9S é o que é! VEJA!,https://www.youtube.com/watch?v=dzFNI87JpPY,395 mil visualizações,há 6 meses,TukEmperial
"Redmi Note 9, BARATO ou FORA DA REALIDADE? [Análise/Review]",https://www.youtube.com/watch?v=Agc-V0-64k4,233 mil visualizações,há 11 meses,Canaltech
XIAOMI REDMI NOTE 9 vale a pena? CONTINUA o MELHOR CUSTO BENEFÍCIO? // Análise Review Completo!,https://www.youtube.com/watch?v=89XzlH68XwU,504 mil visualizações,há 11 meses,EscolhaSegura
"CHEGOU! Redmi Note 9S, o NOVO queridinho dos brasileiros? [Unboxing]",https://www.youtube.com/watch?v=2Hlm1PNyyg8,227 mil visualizações,há 1 ano,Canaltech
REDMI NOTE 9s: Isso que é um Celular CUSTO BENEFÍCIO! (Review e Análise),https://www.youtube.com/watch?v=bpqvQt1CvBM,1 mil visualizações,há 3 meses,Paulo da Tecnologia
REDMI NOTE 9S TÁ NA MÃO ! O Maior SUCESSO da XIAOMI !,https://www.youtube.com/watch?v=9T0kwmn_hVU,840 mil visualizações,há 1 ano,K Tech
A MELHOR ESCOLHA !! XIAOMI REDMI NOTE 9S ANÁLISE [Review] COMPLETA,https://www.youtube.com/watch?v=FK_cR_EvzTk,"1,7 mil visualizações",há 11 meses,CÁLICO
"REDMI NOTE 9S no Brasil! O novo smartphone grandão e ""baratinho"" da Xiaomi – TecMundo",https://www.youtube.com/watch?v=jzvQnnB2reE,83 mil visualizações,há 1 ano,TecMundo
Redmi Note 10 vs Redmi Note 9S! A BRIGA entre os XIAOMI não é TÃO SIMPLES! Qual o MELHOR SMARTPHONE?,https://www.youtube.com/watch?v=HhYBk6gmS6s,40 mil visualizações,há 2 meses,Be!Tech
"Samsung Galaxy M51, 7000 mAh de bateria [Análise/Review]",https://www.youtube.com/watch?v=Puk5EruRgHM,289 mil visualizações,há 5 meses,Canaltech
GALAXY M51: MELHOR AUTONOMIA de BATERIA em 2020 com um algo a mais | Análise / Review,https://www.youtube.com/watch?v=a6RMJvojT6Q,99 mil visualizações,há 6 meses,TudoCelular
"7000mAh de BATERIA, OK..mas e o RESTO ? SAMSUNG GALAXY M51 ANÁLISE [ Review ] COMPLETA !",https://www.youtube.com/watch?v=B3UL0mJKF4Q,151 mil visualizações,há 7 meses,K Tech
Samsung Galaxy M51 - Review Tecnoblog,https://www.youtube.com/watch?v=31LoSgtj0Bc,22 mil visualizações,há 4 meses,Tecnoblog
"Galaxy M51! Sem DÚVIDA, uma das MELHORES OPÇÕES da SAMSUNG no MOMENTO! Review COMPLETO!",https://www.youtube.com/watch?v=FwjvIN094S4,52 mil visualizações,há 1 mês,Be!Tech
"🔋 7000mAh, 📷 64MP e 128GB por R$1799? // SAMSUNG GALAXY M51 vale REALMENTE a pena?",https://www.youtube.com/watch?v=pP3CNnTnF1Q,209 mil visualizações,há 5 meses,EscolhaSegura
"CHEGOU! Galaxy M51, um SAMSUNG com BATERIA pra ninguém botar DEFEITO! Unboxing e Impressões",https://www.youtube.com/watch?v=L0BEtx34X30,452 mil visualizações,há 6 meses,Gesiel Taveira
Galaxy M51 é bom? Vale a Pena? Análise/Review/Comentários,https://www.youtube.com/watch?v=p0vowhNDGSg,"6,3 mil visualizações",há 6 meses,Canal É Bom?
BRUTO! 7.000mah de BATERIA! GALAXY M51 vêm com TUDO! SAMSUNG acertou em CHEIO! UNBOXING!,https://www.youtube.com/watch?v=klPE2C5zU5g,175 mil visualizações,há 7 meses,Be!Tech
Meu smartphone GALAXY M51❗️MAIOR BATERIA JÁ FEITA da Samsung❗️7000mAh! TÁ DOIDO!🔋,https://www.youtube.com/watch?v=9Ce1r-NZ4F0,129 mil visualizações,há 7 meses,Dudu Rocha
"SAMSUNG GALAXY M51 | Com 7000 mAh, Essa BATERIA é IGNORANTE! Unboxing e Impressões",https://www.youtube.com/watch?v=ZtcIhxlHqqs,75 mil visualizações,há 7 meses,brasiliGEEKS
Samsung Galaxy M51 - 7.000mah e Snapdragon 730G! Unboxing e Review Inicial Português Brasil,https://www.youtube.com/watch?v=wD0qY5ADNZY,72 mil visualizações,há 8 meses,Authenti Tech
Galaxy M51 Vale a pena? Ele é bom mesmo?,https://www.youtube.com/watch?v=zB9oRGZg7nc,34 mil visualizações,há 5 meses,Tt Tech
Galaxy M51: Por que você NÃO DEVE COMPRAR!,https://www.youtube.com/watch?v=8POpWm3AEI0,91 mil visualizações,há 5 meses,Tt Tech
Samsung GALAXY M51 e seus 7000mAh de BATERIA 😱,https://www.youtube.com/watch?v=RfoB6mYABqA,400 mil visualizações,há 9 meses,K Tech
SAMSUNG GALAXY M51 - PRÓS E CONTRAS - O QUE VEM E NÃO VEM E DÚVIDAS,https://www.youtube.com/watch?v=avB7Zkd33Fw,43 mil visualizações,há 7 meses,Linuxbrs
GALAXY M51: O PODEROSO DE 7000 mAh de BATERIA - Vale a pena comprar?,https://www.youtube.com/watch?v=WiefN6yvTr8,11 mil visualizações,há 4 meses,Oficina da Net
"Galaxy M51, a SAMSUNG realmente lançou um MONSTRO! Maior BATERIA em um SMARTPHONE",https://www.youtube.com/watch?v=_E20px4ibD4,199 mil visualizações,há 10 meses,Gesiel Taveira
Não compre o Galaxy M51 sem ver esse vídeo! Review/Análise!,https://www.youtube.com/watch?v=7p7C8FQuRQo,21 mil visualizações,há 7 meses,Compras Importadas
VALE A PENA EM 2021 O SAMSUNG GALAXY M51 ???,https://www.youtube.com/watch?v=_F4ZIwXsRm8,10 mil visualizações,há 1 mês,Linuxbrs
"GALAXY NOTE 10 LITE, pague MAIS e leve MENOS [Análise/Review]",https://www.youtube.com/watch?v=tR6BBimHbe8,233 mil visualizações,há 1 ano,Canaltech
GALAXY NOTE 10 LITE é um NOTE 9 NO CORAÇÃO e A10 NA PELE | Análise / Review,https://www.youtube.com/watch?v=OCLTooLITNw,53 mil visualizações,há 1 ano,TudoCelular
BOA!! GALAXY NOTE 10 LITE é melhor DO QUE EU ESPERAVA!! Mas tem um problema...,https://www.youtube.com/watch?v=ONwhl3vIsxg,447 mil visualizações,há 1 ano,EscolhaSegura
GALAXY NOTE 10 LITE passou a valer a pena?? | Review 3 MESES DEPOIS!,https://www.youtube.com/watch?v=kUePm9nHo2A,176 mil visualizações,há 1 ano,EscolhaSegura
"GALAXY NOTE 10 LITE, FAZ SENTIDO COMPRAR? [Hands-On]",https://www.youtube.com/watch?v=jSv8fxe3_KU,307 mil visualizações,há 1 ano,Canaltech
Galaxy Note 10 Lite | Tudo que VOCÊ PRECISA SABER!,https://www.youtube.com/watch?v=tL2FxGYNah8,47 mil visualizações,há 11 meses,Tt Tech
GALAXY NOTE 10 LITE: Pontos POSITIVOS e NEGATIVOS do APARELHO,https://www.youtube.com/watch?v=gwtQ64cQDa0,"4,5 mil visualizações",há 4 meses,Zaq Tutoriais
REVIEW: GALAXY NOTE 10 LITE - Vale a pena comprar?,https://www.youtube.com/watch?v=41AUt6jSNkQ,11 mil visualizações,há 8 meses,Zaq Tutoriais
CHEGOU! Galaxy NOTE 10 LITE! Seria ele uma boa opção mesmo? Comprei por menos de R$2.000! 😍Unboxing!,https://www.youtube.com/watch?v=0bpOnYeaLE0,148 mil visualizações,há 9 meses,Jersu
Hands on Galaxy Note 10 Lite e S10 Lite na CES 2020 – Tecmundo,https://www.youtube.com/watch?v=oVwMUnkRUH0,35 mil visualizações,há 1 ano,TecMundo
"GALAXY A71 vs NOTE 10 LITE: INTERMEDIÁRIO PREMIUM enfrenta ""TOP DE LINHA"" com S PEN | Comparativo",https://www.youtube.com/watch?v=oUD2D8w1TIw,147 mil visualizações,há 1 ano,TudoCelular
Galaxy Note 10 Lite é bom? Unboxing e Principais Características!,https://www.youtube.com/watch?v=w6gUVhJNSp8,"6,7 mil visualizações",há 1 ano,Tt Tech
GALAXY S10 LITE E NOTE10 LITE - ANÁLISE DOS PREÇOS NO BRASIL!,https://www.youtube.com/watch?v=_AhAwcfgKxw,44 mil visualizações,há 1 ano,Loop Infinito
Análise Rápida Galaxy Note 10 Lite,https://www.youtube.com/watch?v=p7YKdeAYrC4,"2,2 mil visualizações",há 7 meses,Easy Technology
"GALAXY NOTE 10 LITE | Agora que o PREÇO DESPENCOU, VALE A PENA!",https://www.youtube.com/watch?v=oCUG1tGwhO0,99 mil visualizações,há 1 ano,brasiliGEEKS
GALAXY NOTE 10 LITE | Pra quem QUER um GALAXY NOTE BARATO... ANÁLISE / REVIEW,https://www.youtube.com/watch?v=2QnP36P3gs4,28 mil visualizações,há 1 ano,brasiliGEEKS
GALAXY NOTE 10 LITE ANÁLISE DA BATERIA,https://www.youtube.com/watch?v=3KOBdbQPzV4,"2,8 mil visualizações",há 7 meses,SOU DIGITAL
GALAXY NOTE 10 Lite: 10 MOTIVOS para COMPRAR um!,https://www.youtube.com/watch?v=THc87IFT0nM,6 mil visualizações,há 7 meses,Zaq Tutoriais
"SAMSUNG GALAXY NOTE 10 ""LITE""! O Note diferente que você não viu!",https://www.youtube.com/watch?v=hOs-QIyG9R0,30 mil visualizações,há 1 ano,Dudu Rocha
GALAXY NOTE 10 LITE- TESTE DE CÂMERAS EM CENAS ESCURAS,https://www.youtube.com/watch?v=DgFsZgWdSG8,837 visualizações,há 7 meses,SOU DIGITAL
XIAOMI MI 10 LITE: MELHOR INTERMEDIÁRIO 5G em CUSTO-BENEFÍCIO? | Análise / Review,https://www.youtube.com/watch?v=sHyLBVhOUN8,37 mil visualizações,há 8 meses,TudoCelular
"Mi 10 Lite 5G: ""lite"" é apenas força de expressão [UNBOXING/HANDS-ON]",https://www.youtube.com/watch?v=vRuOOM8S3co,69 mil visualizações,há 10 meses,Canaltech
MELHOR e MAIS BARATO intermediário PREMIUM ! XIAOMI MI 10 LITE 5G ANÁLISE [ Review ] COMPLETA !,https://www.youtube.com/watch?v=jZczt1PbTQ4,115 mil visualizações,há 10 meses,K Tech
Finalmente! XIAOMI MI 10 LITE 5G a EVOLUÇÃO PERFEITA 😍,https://www.youtube.com/watch?v=6IcND0WJFEg,236 mil visualizações,há 1 ano,K Tech
"CHEGOU! Xiaomi Mi 10 Lite 5G, realmente INCRÍVEL? Unboxing e Impressões",https://www.youtube.com/watch?v=AIPNojToH_M,142 mil visualizações,há 10 meses,Gesiel Taveira
XIAOMI MI 10 LITE // esse é o PRIMEIRO XIAOMI que eu NÃO RECOMENDO!,https://www.youtube.com/watch?v=lkqFKf5j_Fc,234 mil visualizações,há 10 meses,EscolhaSegura
Mi 10 Lite - O intermediário da XIAOMI MAIS BARATO com tecnologia 5G? Vale a pena? ANÁLISE,https://www.youtube.com/watch?v=ERGLr-0gpqc,44 mil visualizações,há 10 meses,Gabriel de Pinho
Qual o MELHOR ?? Xiaomi Mi 10 Lite 5G vs Mi Note 10 Lite,https://www.youtube.com/watch?v=8Dp-oE8NPbA,66 mil visualizações,há 11 meses,Tiago Ramos
"Xiaomi Mi 10T Lite, muito mais do que parece [Análise/Review]",https://www.youtube.com/watch?v=CKDLYTATKv8,103 mil visualizações,há 5 meses,Canaltech
VALE A PENA COMPRAR O MI 10 LITE 5G? / OPINIÃO DO USUÁRIO!,https://www.youtube.com/watch?v=LxYuJsjwTmo,"4,5 mil visualizações",há 8 meses,André Felipe
Mi 10 MAIS BARATO💲 Xiaomi Mi 10 Lite 5G🔥,https://www.youtube.com/watch?v=WExKQvcFWNc,55 mil visualizações,há 1 ano,Tiago Ramos
XIAOMI MI 10 5G // Análise & Review Completo!!,https://www.youtube.com/watch?v=-Z6WFOdO5Do,100 mil visualizações,há 11 meses,EscolhaSegura
Mi 10 T lite 5G | Análise ao DESEMPENHO 🔥🧯,https://www.youtube.com/watch?v=m-3VxOd6Los,157 visualizações,há 3 meses,SiER
Mi 10 5G: a versão sem graça do principal modelo da Xiaomi de 2020 [Análise/Review],https://www.youtube.com/watch?v=aKHKOSX7AgA,155 mil visualizações,há 11 meses,Canaltech
Xiaomi Mi10 Lite 5g - Excelentes Câmeras por um Preço Justo!,https://www.youtube.com/watch?v=eWO-fulAVFY,11 mil visualizações,há 11 meses,Authenti Tech
"Xiaomi Mi 10 Lite, o 5G mais BARATO do MUNDO! Mas não espere muito dele não!",https://www.youtube.com/watch?v=4ypi6fOj0tU,131 mil visualizações,há 1 ano,Gesiel Taveira
Análise - MI 10 LITE 5g USO REAL - Agora por só R$1600(China)! Vale a pena? 5g baratinho?!,https://www.youtube.com/watch?v=1JO0MMHgeNg,295 visualizações,há 7 meses,JJTV José Junior Tech
XIAOMI Mi 10T Lite 5G - ME APAIXONEI ❤️,https://www.youtube.com/watch?v=tbf7M86iZd4,177 mil visualizações,há 8 meses,K Tech
AGORA VAI?! XIAOMI MI NOTE 10 LITE // análise completa!,https://www.youtube.com/watch?v=TEEMI3H8VBw,155 mil visualizações,há 1 ano,EscolhaSegura
MI 10T LITE: apenas o X3 com 5G ou um POCO MELHOR? | Análise / Review,https://www.youtube.com/watch?v=ECn-81YpeOw,17 mil visualizações,há 4 meses,TudoCelular
"LG VELVET: ATRAI pela APARÊNCIA, CONQUISTA pelo CONJUNTO | Análise / Review",https://www.youtube.com/watch?v=7lbwLmGhTug,39 mil visualizações,há 9 meses,TudoCelular
LG VELVET é um SMARTPHONE que vale a pena? // Análise!,https://www.youtube.com/watch?v=RZQBD4q-le0,51 mil visualizações,há 9 meses,EscolhaSegura
LG Velvet REVIEW: qual o PREÇO da ELEGÂNCIA?,https://www.youtube.com/watch?v=xYjwWbo7pNE,31 mil visualizações,há 7 meses,TecMundo
"LG Velvet, um ACERTO de ALTO nível? [Unboxing/Hands-on]",https://www.youtube.com/watch?v=remCWJl6BLg,249 mil visualizações,há 9 meses,Canaltech
LG Velvet é BOM MESMO? O maior acerto da LG em 2020? Alguns Dias de Uso,https://www.youtube.com/watch?v=qQmNUmdTATo,142 mil visualizações,há 7 meses,Gesiel Taveira
LG Velvet | VALE A PENA por ESTE PREÇO? Análise / Review,https://www.youtube.com/watch?v=eK4cy-TNU6c,29 mil visualizações,há 8 meses,brasiliGEEKS
O LINDISSIMO LG VELVET! (REVIEW/ANÁLISE DEFINITIVA),https://www.youtube.com/watch?v=0BG6xQACdW4,29 mil visualizações,há 9 meses,Tech Nerd
LG Velvet - Review Tecnoblog,https://www.youtube.com/watch?v=ErcSqQh38ao,13 mil visualizações,há 9 meses,Tecnoblog
LINDO DEMAIS! LG VELVET - O MELHOR da LG em 2020 - REVIEW/ANÁLISE,https://www.youtube.com/watch?v=kFyTc7e9MPI,"5,2 mil visualizações",há 8 meses,Oficina da Net
LG Velvet: 5 coisas que impressionam nesse celular lindão!,https://www.youtube.com/watch?v=HXihqemYgLA,39 mil visualizações,há 8 meses,TecMundo
LG VELVET 5G tá na MÃO e QUE CÂMERA TOOOOP 📸,https://www.youtube.com/watch?v=z7rKZPLLUUQ,199 mil visualizações,há 10 meses,K Tech
Este smartphone é lindo! LG Velvet | Análise,https://www.youtube.com/watch?v=tKLfWx1NWkY,5 mil visualizações,há 6 meses,Luis Pinto
LG VELVET: as FUNÇÕES LEGAIS pra quem já viu hands on! - EuTestei,https://www.youtube.com/watch?v=1RtVrQ3Cl1w,32 mil visualizações,há 9 meses,EuTestei
Tudo sobre o novo LG Velvet! Intermediário com preço de premium - TecMundo,https://www.youtube.com/watch?v=KIjSVhmpDDQ,104 mil visualizações,há 1 ano,TecMundo
"LG Velvet: bonito é, mas e o resto? [Análise / Review]",https://www.youtube.com/watch?v=hG2HGpDjxYM,"1,7 mil visualizações",há 8 meses,Isto está ligado? /// Rui Tukayana
LG Velvet - Análise,https://www.youtube.com/watch?v=JNYNVifxH-Y,645 visualizações,há 7 meses,iSearch Nuno Nunes
LG VELVET vs GALAXY A71: DETALHES dizem o que é um BOM CELULAR intermediário | Comparativo,https://www.youtube.com/watch?v=o2ajqKnV5-k,44 mil visualizações,há 8 meses,TudoCelular
LG VELVET: a BELEZA de um CELULAR BEM FEITO | Análise/Review - SmartClub,https://www.youtube.com/watch?v=yssgz9rNV_0,"2,4 mil visualizações",há 7 meses,SmartClub
LG VELVET É TOP PARA JOGOS! SNAPDRAGON 845! - RODA LISO,https://www.youtube.com/watch?v=cCif7hAQmRA,29 mil visualizações,há 9 meses,Oficina da Net
SMARTPHONE LG VELVET - AINDA VALE A PENA em 2021?,https://www.youtube.com/watch?v=XFbOFiK5J00,2 mil visualizações,há 1 mês,Brilhante Nerd
